character_id	description
142	"所属：戸田市ボランティア・市民活動支援センター

ボランティア・市民活動支援センター（愛称TOMATO）のキャラクター。トマトの赤とボランティアの心であるハートで市民活動を頑張るみんなを元気にします！合言葉は「とだの　まちでみんな　ともだち」！"
143	所属：長江市 浅井商工会議所
144	"所属：多久市

多久市観光公使の多久翁さんです。多久市には学問の神様ともいえる孔子様を祀る多久聖廟があり、多久翁さんは多久聖廟をモチーフにした被り物を被っています。そして多久翁さんには嬉しい秘密がいっぱい！！手に持っている赤い本を触ると勉強運アップ！多久市の名産である女山大根を触ると健康運アップ！その他にもお尻にあるハートマークを触ると恋愛運がアップする・・・かも！？みんなも多久翁さんを見かけたらぜひ触ってみてね～♪"
145	所属：筑後市役所　商工観光課
146	所属：（有）ワカサ観光物産
147	"所属：横川商店街

広島県広島市西区にある横川商店街のマスコットキャラクター「トマトン」じゃ㌧！世界に横川商店街を知ってもらうために広報活動がんばってる㌧！一日一票よろしく㌧！"
148	"所属：ニャッパゲ事務局

ナマハゲと猫が合体した癒し系ニャーヒーロー「にゃまはげ仮面ニャッパゲ」のニャジロウだよ。おしりをフリフリすると、ニャッパゲに変身出来るのにゃー。ツイッターもやってるからヨロシクにゃーん！"
149	"所属：埼玉工業大学

埼玉工業大学オリジナルキャラクターの「フカニャン」です！よく猫に間違えられるけど、遠い国からやってきた風の精霊です♪学生さんを応援するのが大好きで、地域から愛される大学づくりのお手伝いをしています☆"
150	"所属：さっぽろテレビ塔

「さっぽろテレビ塔の非公式キャラクター、テレビ父さんです。彦根にはもう何度も行ってますので、第二のふるさとみたいですな。札幌代表（自称）として、今年も誰よりも目立てればいいなぁと思います。」"
151	"所属：いが☆グリオ実行委員会

今年、生誕１０年を迎えた伊賀市観光大使の「いが☆グリオ」。小学校３年生の伊賀流忍者で、いがグリ頭に伊賀の特産品がたっぷり詰まったお腹が特徴です。地元開催にドキドキワクワクなグリオくんをよろしくで～す！"
152	"所属：西宮中央商店街　チームふくみみ

十日えびすや福男神事で有名なえびす宮総本社「西宮神社」のそばにある西宮中央商店街のキャラクター。えべっさんをモチーフにしたふくみみ福ちゃんは、いつもニコニコえびす顔。大きなふくみみには「福」がいっぱい詰まってます！世界中にしあわせと笑顔を届けるために相棒のめで鯛くんと一緒にがんばってま～す♪"
153	"所属：茨城県土浦市

土浦市のつちまるでしゅ♪つちまるの特徴はこのレンコンの形をした大きな耳！なんでレンコンなのかって？それは土浦市がレンコン生産量日本一だから。つぶらな瞳とよちよち歩きで土浦をPRしてましゅ！応援してね！"
154	"所属：大河原町観光物産協会

宮城県大河原町観光RPキャラクターさくらっきーだよ♪頭は町花の「桜」、顔は町鳥の「白鳥」、体は町木の「梅」！幸運の花を咲かせる妖精なんだよ～！趣味はお散歩・探検・食べること♪みんなよろしくね☆"
155	"所属：道の駅スプリングスひよし

ひよし温泉のお湯が、大好きで長湯をしてしまい、ふやけて桶から体がぬけられなくなったひよこちゃんです。お仕事は、京都府南丹市の観光大使と、道の駅スプリングスひよしの駅長！みなさんをお出迎えしています。"
156	"所属：栃尾商工会

栃尾で初陣を飾った上杉謙信と、普通の油揚げの倍ほどの大きさの「栃尾のあぶらげ」が融合したキャラクターです。長岡市栃尾地域のイメージキャラクターとして、栃尾地域の魅力をPRするお手伝いをしています。"
157	"所属：一宮町

一宮町のキャッチコピー「緑と海と太陽のまち」や自然・風土をイメージし、髪が九十九里の海になっていて、一宮町の緑・山をモチーフにした頭頂部の部分から太陽が昇っています。　親しみやすく、大人から子どもまで末永く愛される可愛いキャラクターです。"
158	所属：
159	"所属：鳥取県

特産品の二十世紀梨がモチーフ。普段は水兵の格好だが、実は衣装をたくさん持っているオシャレさん。鳥取砂丘でサンドボードをするなどアクティブな一面も！ＳＮＳも使いこなし、鳥取県のＰＲに日々奔走している。"
160	"所属：交野市地域社会部みんなの活力課

私、おりひめちゃん♪交野（かたの）大好きな女の子。七夕まつりや星の伝説、まちなみや自然、人、食べ物など交野ぜーんぶが大好き！ペットの星のあまんと一緒に交野のＰＲがんばります☆よろしくね！"
161	"所属：山形市

江戸時代に栄えた紅花商人の蔵屋敷から飛び出した「はながたベニちゃん」。キュートな「紅花」ヘアに「さくらんぼ」柄の着物、「花笠」を片手に大好きな山形市のＰＲ活動を頑張る明るく元気な女の子です。好奇心旺盛なベニちゃんは、美味しい芋煮づくりと花笠踊りに夢中！「みなさん、よろしくベニ～♪」"
162	所属：
163	"所属：大治町

大治町のマスコットキャラクターはるちゃんです！大治町のことをたくさんの人に知ってもらうためいつもがんばってるよ。みんなで応援してね♪"
164	"所属：豊島区

東京の豊島区広報キャラクター。ふくろうの姿かたちをしたナゾの生き物。豊島の安全安心を見守っているよ。今年は「ななまる」をモチーフにした黄色いポストや遊具も誕生。みんなの「ななまる」を応援してね。"
165	"所属：北九州市門司区役所

人気の観光スポット「門司港レトロ」がある北九州市のマスコットキャラクター「じーも」です。「じーも」は海坊主の末裔だよ。特技は「伸びる」こと！今年は得票数も伸ばしたいな～。皆、応援よろしくね♪"
166	"所属：門前町商工会

石川県輪島市にある曹洞宗大本山總持寺祖院で、修行に明け暮れる小坊主！石川県、輪島市のイベントがある度、修行にを抜け出しはめをはずす始末…。そんなもんちゃんですが、実は次の輪島市長の座を狙っているらしい。目指せ!!世界征服!!"
167	所属：岐南町役場　自治振興課
168	"所属：京の三条まちづくり協議会

京都生まれの京育ち、ぼく和み柴っこワン。趣味は居合抜きとお絵描きとお習字。大のチャンバラと特撮ファンどすワン。肩から掛けてる大きな大きながま口バッグの中には、秘密の7つ道具が入っとりますワン。三条通りは東海道の発着点。京の台所と言われてるワン。近代建築の宝庫三条通りをPRしながら「こんにちワンコ」を合言葉に相棒シロたんと一緒に、全国に笑いと癒しを届けに旅してるワン。"
